case_id,physical_field_change_count,physical_fields,path_field_change_count,path_fields,status_change,termination_change
pure_methane_220k_1mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_methane_220k_30mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_methane_220k_3mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_methane_220k_5mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_methane_300k_0p01mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_methane_300k_0p1mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_methane_300k_0p5mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_methane_300k_10mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_methane_300k_1mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_methane_300k_30mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_methane_300k_3mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_methane_300k_5mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_methane_400k_0p01mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_methane_400k_0p1mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_methane_400k_0p5mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_methane_400k_10mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_methane_400k_1mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_methane_400k_30mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_methane_400k_3mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_methane_400k_5mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_propane_130k_0p01mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_propane_130k_0p1mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_propane_130k_0p5mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_propane_130k_10mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_propane_130k_1mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_propane_130k_30mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_propane_130k_3mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_propane_130k_5mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_propane_150k_0p01mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_propane_150k_0p1mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_propane_150k_0p5mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_propane_150k_10mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_propane_150k_1mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_propane_150k_30mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_propane_150k_3mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_propane_150k_5mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_propane_180k_0p01mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_propane_180k_0p1mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_propane_180k_0p5mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_propane_180k_10mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_propane_180k_1mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_propane_180k_30mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_propane_180k_3mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_propane_180k_5mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_propane_190p56k_0p01mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_propane_190p56k_0p1mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_propane_190p56k_0p5mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_propane_190p56k_10mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_propane_190p56k_1mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_propane_190p56k_30mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_propane_190p56k_3mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_propane_190p56k_5mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_propane_220k_0p01mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_propane_220k_0p1mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_propane_220k_0p5mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_propane_220k_10mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_propane_220k_1mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_propane_220k_30mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_propane_220k_3mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_propane_220k_5mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_propane_300k_0p01mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_propane_300k_0p1mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_propane_300k_0p5mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_propane_300k_10mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_propane_300k_1mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_propane_300k_30mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_propane_300k_3mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_propane_300k_5mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_propane_400k_0p01mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_propane_400k_0p1mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_propane_400k_0p5mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_propane_400k_10mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_propane_400k_1mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_propane_400k_30mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_propane_400k_3mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
pure_propane_400k_5mpa,5,dimensionless_a|dimensionless_b|log_fugacity_coefficients|compressibility_roots|selected_parent_root,0,,false,false
stability_ch4_c2_20_80_180k_0p5mpa,2,selected_parent_root|tpd_minimum,0,,false,false
stability_ch4_c2_20_80_180k_5mpa,1,selected_parent_root,0,,false,false
stability_ch4_c2_20_80_250k_0p5mpa,1,selected_parent_root,0,,false,false
stability_ch4_c2_20_80_250k_5mpa,1,selected_parent_root,0,,false,false
stability_ch4_c2_20_80_reversed_250k_2mpa,2,selected_parent_root|tpd_minimum,0,,false,false
stability_ch4_c2_50_50_180k_0p5mpa,2,selected_parent_root|tpd_minimum,0,,false,false
stability_ch4_c2_50_50_180k_5mpa,1,selected_parent_root,0,,false,false
stability_ch4_c2_50_50_250k_0p5mpa,1,selected_parent_root,0,,false,false
stability_ch4_c2_50_50_250k_5mpa,2,selected_parent_root|tpd_minimum,0,,false,false
stability_ch4_c2_50_50_reversed_250k_2mpa,1,selected_parent_root,0,,false,false
stability_ch4_c2_80_20_180k_0p5mpa,2,selected_parent_root|tpd_minimum,0,,false,false
stability_ch4_c2_80_20_180k_5mpa,1,selected_parent_root,0,,false,false
stability_ch4_c2_80_20_250k_0p5mpa,1,selected_parent_root,0,,false,false
stability_ch4_c2_80_20_250k_5mpa,1,selected_parent_root,0,,false,false
stability_ch4_c2_c3_40_40_20_180k_0p5mpa,2,selected_parent_root|tpd_minimum,0,,false,false
stability_ch4_c2_c3_40_40_20_180k_5mpa,1,selected_parent_root,0,,false,false
stability_ch4_c2_c3_40_40_20_250k_0p5mpa,1,selected_parent_root,0,,false,false
stability_ch4_c2_c3_40_40_20_250k_5mpa,2,selected_parent_root|tpd_minimum,0,,false,false
stability_ch4_c2_c3_60_30_10_180k_0p5mpa,2,selected_parent_root|tpd_minimum,0,,false,false
stability_ch4_c2_c3_60_30_10_180k_5mpa,1,selected_parent_root,0,,false,false
stability_ch4_c2_c3_60_30_10_250k_0p5mpa,1,selected_parent_root,0,,false,false
stability_ch4_c2_c3_60_30_10_250k_5mpa,2,selected_parent_root|tpd_minimum,0,,false,false
stability_ch4_c2_c3_60_30_10_reversed_250k_2mpa,2,selected_parent_root|tpd_minimum,0,,false,false
stability_ch4_c2_c3_80_10_10_180k_0p5mpa,2,selected_parent_root|tpd_minimum,0,,false,false
stability_ch4_c2_c3_80_10_10_180k_5mpa,1,selected_parent_root,0,,false,false
stability_ch4_c2_c3_80_10_10_250k_0p5mpa,1,selected_parent_root,0,,false,false
stability_ch4_c2_c3_80_10_10_250k_5mpa,2,selected_parent_root|tpd_minimum,0,,false,false
stability_ch4_c2_c3_zero_c2_250k_2mpa,2,selected_parent_root|tpd_minimum,0,,false,false
stability_ch4_c2_c3_zero_c3_250k_2mpa,1,selected_parent_root,0,,false,false
stability_ch4_c2_c3_zero_ch4_250k_2mpa,1,selected_parent_root,0,,false,false
stability_ch4_c2_near_pure_c2_250k_2mpa,1,selected_parent_root,0,,false,false
stability_ch4_c2_near_pure_ch4_250k_2mpa,1,selected_parent_root,0,,false,false
stability_ch4_c3_20_80_180k_0p5mpa,2,selected_parent_root|tpd_minimum,0,,false,false
stability_ch4_c3_20_80_180k_5mpa,1,selected_parent_root,0,,false,false
stability_ch4_c3_20_80_250k_0p5mpa,2,selected_parent_root|tpd_minimum,0,,false,false
stability_ch4_c3_20_80_250k_5mpa,1,selected_parent_root,0,,false,false
stability_ch4_c3_50_50_180k_0p5mpa,2,selected_parent_root|tpd_minimum,0,,false,false
stability_ch4_c3_50_50_180k_5mpa,1,selected_parent_root,0,,false,false
stability_ch4_c3_50_50_250k_0p5mpa,2,selected_parent_root|tpd_minimum,0,,false,false
stability_ch4_c3_50_50_250k_5mpa,2,selected_parent_root|tpd_minimum,0,,false,false
stability_ch4_c3_60_40_180k_0p5mpa,2,selected_parent_root|tpd_minimum,0,,false,false
stability_ch4_c3_60_40_180k_5mpa,1,selected_parent_root,0,,false,false
stability_ch4_c3_60_40_250k_0p5mpa,1,selected_parent_root,0,,false,false
stability_ch4_c3_60_40_250k_5mpa,2,selected_parent_root|tpd_minimum,0,,false,false
stability_ch4_c3_60_40_reversed_250k_2mpa,2,selected_parent_root|tpd_minimum,0,,false,false
stability_ch4_c3_80_20_180k_0p5mpa,2,selected_parent_root|tpd_minimum,0,,false,false
stability_ch4_c3_80_20_180k_5mpa,1,selected_parent_root,0,,false,false
stability_ch4_c3_80_20_250k_0p5mpa,1,selected_parent_root,0,,false,false
stability_ch4_c3_80_20_250k_5mpa,2,selected_parent_root|tpd_minimum,0,,false,false
stability_ch4_c3_near_pure_c3_250k_2mpa,1,selected_parent_root,0,,false,false
stability_ch4_c3_near_pure_ch4_250k_2mpa,1,selected_parent_root,0,,false,false
